               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.015219,            0.011179,           0.0066317,             0.85112,              0.7504,             0.80782,             0.63355,           0.0096185,           0.0039586,            0.012489,           0.0061637,           0.0061637,           0.0061637
                 157,            0.015411,            0.010976,           0.0058089,              0.8172,             0.75756,             0.82382,             0.62464,           0.0096163,           0.0039818,            0.013556,            0.006139,            0.006139,            0.006139
                 158,            0.016068,            0.011653,           0.0060637,             0.81868,             0.74046,             0.80537,             0.62356,            0.009615,           0.0041055,             0.01399,           0.0061142,           0.0061142,           0.0061142
                 159,            0.015372,            0.011623,           0.0052323,             0.78347,             0.75596,             0.77975,             0.62089,           0.0090242,           0.0040468,            0.013123,           0.0060895,           0.0060895,           0.0060895
                 160,            0.017111,            0.011606,           0.0053791,             0.79315,             0.70855,             0.77555,             0.60973,           0.0089995,           0.0040371,            0.014221,           0.0060647,           0.0060647,           0.0060647
                 161,            0.016188,             0.01105,           0.0058387,             0.76125,             0.75362,             0.81567,             0.62148,           0.0094163,           0.0037822,            0.012039,             0.00604,             0.00604,             0.00604
                 162,            0.014885,            0.011366,             0.00495,             0.81822,             0.71317,             0.81232,             0.62951,            0.009224,           0.0038255,             0.01286,           0.0060152,           0.0060152,           0.0060152
                 163,            0.015252,            0.011329,            0.005562,              0.7051,             0.72944,             0.77675,              0.6344,           0.0090627,           0.0037608,            0.015503,           0.0059905,           0.0059905,           0.0059905
                 164,            0.015891,             0.01115,           0.0057183,              0.7823,             0.74197,             0.80314,             0.62331,           0.0090661,           0.0037522,            0.012949,           0.0059658,           0.0059658,           0.0059658
                 165,            0.016567,            0.011761,           0.0052182,             0.78036,             0.70631,             0.79269,              0.6125,           0.0097707,            0.003701,            0.017019,            0.005941,            0.005941,            0.005941
                 166,            0.015558,            0.011124,            0.005276,             0.73764,              0.7255,             0.80064,             0.62432,           0.0091978,           0.0038793,            0.015277,           0.0059163,           0.0059163,           0.0059163
                 167,            0.015103,            0.011171,           0.0052942,             0.83628,             0.75682,             0.81181,             0.63813,           0.0087669,           0.0037193,            0.013052,           0.0058915,           0.0058915,           0.0058915
                 168,            0.015148,            0.010965,           0.0059479,             0.78728,             0.80323,             0.81613,             0.62841,           0.0092404,           0.0039281,            0.012524,           0.0058668,           0.0058668,           0.0058668
                 169,            0.014957,            0.011158,           0.0057273,             0.82688,             0.72248,             0.80855,             0.63882,           0.0085356,           0.0038907,            0.012018,            0.005842,            0.005842,            0.005842
                 170,            0.015377,            0.010983,           0.0063525,             0.81184,             0.69784,             0.80945,             0.63602,           0.0084145,            0.004056,            0.013118,           0.0058173,           0.0058173,           0.0058173
                 171,            0.015104,            0.011112,           0.0058602,             0.79598,             0.73475,             0.81591,             0.63899,           0.0089961,           0.0040587,            0.013052,           0.0057925,           0.0057925,           0.0057925
                 172,            0.014831,            0.011073,            0.005701,             0.76724,             0.75185,             0.78726,             0.60629,           0.0094258,           0.0038709,            0.013565,           0.0057678,           0.0057678,           0.0057678
                 173,            0.014803,             0.01119,           0.0048799,             0.74111,             0.79193,             0.80765,             0.63566,           0.0089228,           0.0037419,            0.014905,            0.005743,            0.005743,            0.005743
                 174,            0.015032,             0.01101,           0.0054171,             0.75459,             0.69424,             0.76724,             0.61317,           0.0092318,           0.0035868,            0.015398,           0.0057183,           0.0057183,           0.0057183
                 175,            0.015645,            0.011413,           0.0053954,             0.77035,             0.64808,             0.76435,              0.6158,           0.0085553,           0.0035644,            0.014166,           0.0056935,           0.0056935,           0.0056935
                 176,            0.015667,            0.010809,           0.0058186,             0.80904,             0.67345,             0.76902,             0.61637,           0.0086504,           0.0036127,             0.01483,           0.0056688,           0.0056688,           0.0056688
                 177,            0.015371,            0.011118,            0.007134,             0.83309,             0.70142,             0.79513,             0.64046,            0.009186,             0.00382,            0.014519,            0.005644,            0.005644,            0.005644
                 178,            0.015192,            0.011237,           0.0053644,             0.84189,             0.72666,             0.78583,              0.6296,           0.0093491,           0.0037507,             0.01411,           0.0056193,           0.0056193,           0.0056193
                 179,            0.013798,            0.010697,           0.0063575,             0.83881,             0.72325,             0.79128,             0.63359,           0.0093408,           0.0039076,             0.01343,           0.0055945,           0.0055945,           0.0055945
                 180,             0.01432,            0.010868,           0.0048813,              0.7836,             0.75005,             0.78036,             0.61719,           0.0094069,           0.0037602,            0.013832,           0.0055698,           0.0055698,           0.0055698
                 181,            0.015141,            0.011411,           0.0052061,             0.81759,             0.72668,             0.77993,             0.60872,           0.0094588,           0.0038243,             0.01444,            0.005545,            0.005545,            0.005545
                 182,            0.015129,             0.01087,            0.005763,             0.82582,             0.72182,              0.7812,             0.62166,           0.0090047,           0.0039048,            0.014416,           0.0055202,           0.0055202,           0.0055202
                 183,             0.01473,            0.011768,           0.0058688,             0.77634,             0.75935,             0.80673,             0.63805,           0.0089536,           0.0038736,            0.013617,           0.0054955,           0.0054955,           0.0054955
                 184,            0.014549,            0.010755,           0.0054363,             0.79483,             0.73256,             0.79956,             0.63266,            0.009418,           0.0037682,            0.013747,           0.0054707,           0.0054707,           0.0054707
                 185,               0.016,            0.011193,           0.0054035,             0.81953,             0.70168,             0.78816,             0.62292,           0.0098766,           0.0037569,            0.013528,            0.005446,            0.005446,            0.005446
                 186,            0.015423,            0.010896,           0.0054234,             0.79615,             0.70298,              0.7938,             0.62831,            0.010045,           0.0038496,            0.013135,           0.0054212,           0.0054212,           0.0054212
                 187,            0.014536,            0.011152,           0.0052715,             0.78974,             0.73468,              0.7948,             0.63064,            0.009046,           0.0038155,            0.013317,           0.0053965,           0.0053965,           0.0053965
                 188,            0.014377,            0.011039,           0.0046027,             0.77499,             0.74493,             0.78169,             0.61337,           0.0094715,           0.0038502,            0.012207,           0.0053717,           0.0053717,           0.0053717
                 189,            0.013993,            0.010426,           0.0052594,             0.82943,             0.73667,             0.80132,             0.65888,           0.0089226,           0.0038282,            0.013671,            0.005347,            0.005347,            0.005347
                 190,            0.014898,            0.010957,           0.0047557,             0.75693,             0.74365,             0.78847,              0.6268,           0.0091914,           0.0040311,            0.013468,           0.0053223,           0.0053223,           0.0053223
                 191,            0.013929,            0.010796,           0.0052192,             0.82166,             0.71333,              0.7739,             0.59882,           0.0093318,           0.0040233,            0.015967,           0.0052975,           0.0052975,           0.0052975
                 192,            0.014075,            0.010767,           0.0049807,             0.79754,              0.7444,             0.80176,             0.60692,           0.0094195,           0.0040818,            0.015938,           0.0052727,           0.0052727,           0.0052727
                 193,            0.014458,            0.010732,           0.0048087,             0.84193,             0.72988,             0.81034,             0.64063,           0.0091809,           0.0041064,            0.015135,            0.005248,            0.005248,            0.005248
                 194,            0.015432,            0.010943,            0.005413,             0.80625,             0.71342,             0.79505,             0.64689,           0.0085378,           0.0036365,            0.015036,           0.0052233,           0.0052233,           0.0052233
                 195,            0.014795,            0.010873,           0.0049847,             0.78257,             0.73725,             0.80071,             0.63697,           0.0087745,             0.00375,            0.013316,           0.0051985,           0.0051985,           0.0051985
                 196,             0.01382,            0.010762,           0.0048814,             0.80708,             0.71493,             0.80192,             0.60974,           0.0098288,           0.0038031,             0.01309,           0.0051737,           0.0051737,           0.0051737
                 197,            0.014675,            0.010663,           0.0051521,             0.82515,             0.75601,             0.81416,             0.62202,           0.0091022,           0.0039327,            0.014442,            0.005149,            0.005149,            0.005149
                 198,            0.015317,            0.010925,            0.005233,             0.81439,             0.74766,             0.80766,             0.63075,           0.0090936,           0.0039961,            0.013812,           0.0051243,           0.0051243,           0.0051243
                 199,            0.014878,            0.010707,            0.005147,             0.81163,             0.73729,             0.81103,             0.63452,           0.0090532,           0.0041431,            0.016052,           0.0050995,           0.0050995,           0.0050995
                 200,            0.014741,            0.010405,           0.0040662,             0.83937,             0.72248,             0.80788,             0.63162,           0.0096637,           0.0041873,            0.015425,           0.0050747,           0.0050747,           0.0050747
                 201,            0.015618,            0.011318,           0.0050559,             0.88039,              0.7209,             0.80481,             0.63138,           0.0088353,           0.0040358,            0.016743,             0.00505,             0.00505,             0.00505
                 202,             0.01473,            0.010408,           0.0048172,              0.8165,             0.75686,             0.79586,             0.61439,           0.0090471,           0.0040549,            0.013703,           0.0050253,           0.0050253,           0.0050253
                 203,            0.014195,            0.010376,           0.0043578,              0.8647,             0.69033,             0.79675,             0.62504,           0.0089842,           0.0040391,             0.01246,           0.0050005,           0.0050005,           0.0050005
                 204,            0.014748,             0.01079,            0.004272,             0.82453,             0.77838,             0.82039,             0.64694,           0.0088038,           0.0038067,            0.011853,           0.0049758,           0.0049758,           0.0049758
                 205,            0.013726,            0.011039,           0.0044952,             0.83536,             0.76655,             0.81319,             0.65686,           0.0085241,           0.0037746,            0.015488,            0.004951,            0.004951,            0.004951
                 206,            0.014749,            0.010678,           0.0048124,             0.76362,             0.76012,             0.79509,             0.63513,           0.0094442,           0.0038996,            0.016526,           0.0049263,           0.0049263,           0.0049263
                 207,            0.013783,            0.010575,           0.0055202,             0.81745,             0.70114,             0.78242,             0.62375,           0.0098509,           0.0039062,            0.017895,           0.0049015,           0.0049015,           0.0049015
                 208,            0.014083,            0.010703,           0.0043413,             0.71819,                0.76,             0.78502,             0.61118,           0.0098999,           0.0038472,            0.013647,           0.0048768,           0.0048768,           0.0048768
                 209,             0.01474,             0.01084,            0.005012,             0.80652,             0.74909,             0.78184,              0.6091,           0.0090949,            0.003893,            0.014439,            0.004852,            0.004852,            0.004852
                 210,            0.015612,              0.0108,           0.0047338,             0.88877,             0.74421,             0.82578,             0.65277,            0.009626,           0.0040006,            0.013374,           0.0048272,           0.0048272,           0.0048272
                 211,            0.014367,            0.010534,           0.0056444,             0.85052,             0.75175,             0.80407,             0.63946,           0.0093261,           0.0040308,            0.013874,           0.0048025,           0.0048025,           0.0048025
                 212,            0.014245,            0.010787,           0.0043469,             0.80409,             0.69743,              0.7787,             0.62577,             0.00907,           0.0039896,            0.013512,           0.0047778,           0.0047778,           0.0047778
                 213,            0.014946,             0.01069,           0.0047589,             0.73926,             0.71694,              0.7691,              0.6117,           0.0096424,           0.0039644,            0.012843,            0.004753,            0.004753,            0.004753
                 214,            0.014848,            0.010864,           0.0046999,             0.78793,             0.72109,             0.77831,             0.62336,             0.00963,           0.0039359,            0.013671,           0.0047283,           0.0047283,           0.0047283
                 215,            0.013959,            0.010373,           0.0047637,             0.80159,             0.75153,             0.78589,             0.61486,           0.0091239,           0.0039984,            0.013894,           0.0047035,           0.0047035,           0.0047035
                 216,            0.014278,            0.010927,           0.0041644,             0.80621,             0.69194,             0.79181,             0.61025,           0.0095466,           0.0041495,            0.013878,           0.0046788,           0.0046788,           0.0046788
                 217,            0.014381,            0.010818,           0.0045439,             0.82536,             0.76105,             0.79435,             0.64069,           0.0088362,           0.0039203,            0.015743,            0.004654,            0.004654,            0.004654
                 218,            0.013928,             0.01057,           0.0046686,              0.8296,             0.75218,             0.81322,             0.65282,           0.0085792,           0.0037289,            0.016772,           0.0046293,           0.0046293,           0.0046293
                 219,            0.014714,            0.010456,           0.0045426,             0.82081,             0.77373,             0.81377,              0.6512,           0.0088822,           0.0037795,            0.015386,           0.0046045,           0.0046045,           0.0046045
                 220,            0.014771,            0.010989,           0.0045231,             0.87643,              0.7119,             0.79797,             0.63641,           0.0089442,           0.0038539,            0.013985,           0.0045798,           0.0045798,           0.0045798
                 221,             0.01417,            0.010528,           0.0052907,             0.75549,             0.78753,             0.78641,              0.6044,           0.0097224,            0.004034,            0.013085,            0.004555,            0.004555,            0.004555
                 222,            0.014931,            0.010817,           0.0043325,             0.77542,             0.76804,             0.78352,             0.62321,           0.0095553,           0.0041594,            0.013372,           0.0045303,           0.0045303,           0.0045303
                 223,            0.014807,            0.010823,           0.0044049,             0.87866,             0.73431,             0.78204,             0.62241,            0.009788,           0.0040427,            0.014052,           0.0045055,           0.0045055,           0.0045055
                 224,            0.014715,             0.01056,           0.0046328,              0.8101,             0.74756,             0.78718,             0.62958,           0.0096013,           0.0040224,            0.012744,           0.0044808,           0.0044808,           0.0044808
                 225,            0.014873,            0.010813,            0.004916,             0.85035,             0.76023,             0.79918,             0.63137,           0.0096962,           0.0040519,            0.010962,            0.004456,            0.004456,            0.004456
                 226,            0.014047,            0.010505,           0.0043714,             0.77099,             0.79124,             0.80894,             0.64784,           0.0093552,           0.0038751,            0.012018,           0.0044313,           0.0044313,           0.0044313
                 227,            0.013279,            0.010281,           0.0040125,             0.84411,             0.77227,             0.82639,             0.66367,           0.0092266,           0.0039117,            0.012887,           0.0044065,           0.0044065,           0.0044065
                 228,              0.0135,            0.010146,           0.0037752,             0.85079,             0.76861,             0.83108,             0.64395,           0.0094649,           0.0038659,            0.012208,           0.0043818,           0.0043818,           0.0043818
                 229,            0.014819,            0.010469,           0.0039027,             0.86457,             0.72528,             0.81343,             0.65189,           0.0095255,            0.003867,            0.010601,            0.004357,            0.004357,            0.004357
                 230,            0.014266,              0.0107,           0.0047649,              0.7995,             0.78268,             0.80314,             0.63979,           0.0094242,             0.00393,            0.011385,           0.0043323,           0.0043323,           0.0043323
                 231,             0.01413,            0.010696,           0.0044896,              0.9007,             0.72912,             0.80746,             0.63855,           0.0090601,           0.0039172,            0.012808,           0.0043075,           0.0043075,           0.0043075
                 232,            0.013412,           0.0098737,           0.0052297,             0.84778,             0.75489,             0.80653,             0.65198,           0.0086476,           0.0039131,            0.013977,           0.0042828,           0.0042828,           0.0042828
                 233,            0.013575,            0.010491,            0.004855,              0.7871,             0.75306,             0.78449,             0.63531,           0.0094565,           0.0039333,            0.013962,            0.004258,            0.004258,            0.004258
                 234,            0.014254,            0.010441,           0.0043845,             0.85154,             0.71807,             0.78665,             0.63259,           0.0092312,           0.0039029,            0.013782,           0.0042333,           0.0042333,           0.0042333
                 235,            0.015036,            0.010743,            0.004764,             0.89147,             0.73127,             0.80759,             0.65425,           0.0097276,           0.0038084,             0.01315,           0.0042085,           0.0042085,           0.0042085
                 236,            0.014651,            0.010504,           0.0046138,              0.8805,             0.77675,             0.81996,             0.66624,           0.0094355,           0.0036025,            0.013368,           0.0041837,           0.0041837,           0.0041837
                 237,            0.013994,            0.010404,           0.0038431,             0.84365,             0.76477,             0.82396,             0.67988,           0.0084891,            0.003747,            0.012551,            0.004159,            0.004159,            0.004159
                 238,            0.013869,            0.010323,           0.0043672,             0.83037,             0.75255,             0.81682,             0.65626,           0.0087974,           0.0038906,            0.013636,           0.0041342,           0.0041342,           0.0041342
                 239,            0.013439,           0.0099574,           0.0036034,             0.80782,             0.78157,             0.81359,             0.64397,            0.008966,           0.0038952,            0.015328,           0.0041095,           0.0041095,           0.0041095
                 240,            0.012941,           0.0099221,           0.0038981,             0.74493,             0.79204,             0.78385,             0.62798,           0.0095162,           0.0038771,            0.013754,           0.0040847,           0.0040847,           0.0040847
                 241,             0.01389,            0.010392,           0.0043299,             0.78294,             0.75034,             0.76183,             0.59776,            0.010293,           0.0039311,            0.012776,             0.00406,             0.00406,             0.00406
                 242,            0.014065,            0.010113,           0.0042531,             0.74622,             0.80367,             0.78877,             0.62118,           0.0094549,           0.0040243,             0.01178,           0.0040352,           0.0040352,           0.0040352
                 243,            0.014181,            0.010605,            0.004188,              0.8338,               0.724,             0.80101,             0.62464,           0.0096001,           0.0039945,            0.013139,           0.0040105,           0.0040105,           0.0040105
                 244,            0.013752,            0.010211,            0.004228,             0.85803,             0.72186,             0.79478,             0.62671,           0.0098671,           0.0040678,            0.013768,           0.0039857,           0.0039857,           0.0039857
                 245,            0.014284,            0.010466,           0.0033466,             0.80645,             0.75555,             0.81215,             0.63239,           0.0097122,           0.0040974,            0.012843,            0.003961,            0.003961,            0.003961
                 246,            0.013517,           0.0098494,            0.004685,             0.83893,             0.77491,             0.82105,             0.63942,           0.0094323,           0.0040072,            0.012359,           0.0039362,           0.0039362,           0.0039362
                 247,            0.013026,            0.010009,           0.0034088,             0.88549,             0.76272,             0.82209,             0.65312,           0.0087523,             0.00397,            0.012708,           0.0039115,           0.0039115,           0.0039115
                 248,            0.013863,            0.010319,           0.0039302,             0.85966,              0.7778,             0.82031,             0.65995,           0.0091245,           0.0039888,            0.012608,           0.0038867,           0.0038867,           0.0038867
                 249,            0.013683,           0.0098403,           0.0038036,             0.86562,             0.75463,             0.83177,             0.65335,           0.0092013,           0.0039759,            0.012169,            0.003862,            0.003862,            0.003862
                 250,            0.013081,            0.010221,            0.003687,             0.89076,             0.74677,             0.82629,             0.66714,           0.0088883,           0.0040541,            0.011366,           0.0038372,           0.0038372,           0.0038372
                 251,            0.013104,            0.009626,           0.0034255,             0.90087,             0.75492,             0.81817,             0.65483,           0.0089322,           0.0040235,            0.012057,           0.0038125,           0.0038125,           0.0038125
                 252,            0.013476,            0.010196,           0.0041393,             0.84621,             0.75263,             0.80876,             0.63956,           0.0095339,           0.0039632,            0.012289,           0.0037878,           0.0037878,           0.0037878
                 253,            0.012982,             0.01021,           0.0040054,             0.84382,             0.77561,             0.83261,             0.65344,           0.0089094,           0.0039737,            0.011917,            0.003763,            0.003763,            0.003763
                 254,            0.013994,            0.010701,           0.0040161,             0.85607,             0.74752,             0.82077,             0.64952,           0.0087539,           0.0039815,            0.012296,           0.0037383,           0.0037383,           0.0037383
                 255,            0.013058,           0.0099726,           0.0043834,             0.84463,              0.7752,             0.83275,             0.64803,           0.0090754,           0.0039956,            0.012499,           0.0037135,           0.0037135,           0.0037135
                 256,            0.013287,            0.010326,            0.003933,             0.83928,             0.71424,              0.7895,             0.62915,           0.0089955,           0.0040126,            0.012491,           0.0036888,           0.0036888,           0.0036888
                 257,            0.013631,            0.010104,           0.0035085,             0.80018,             0.71538,              0.7862,             0.61822,           0.0091148,           0.0039644,            0.012655,            0.003664,            0.003664,            0.003664
                 258,            0.012292,           0.0096477,           0.0033137,             0.78362,              0.7611,             0.81748,             0.62446,           0.0094935,           0.0039969,            0.013111,           0.0036393,           0.0036393,           0.0036393
                 259,            0.012825,             0.00997,            0.003433,             0.85783,             0.71001,             0.80035,             0.63151,           0.0089978,            0.003857,            0.012314,           0.0036145,           0.0036145,           0.0036145
                 260,            0.013654,           0.0099387,           0.0035696,             0.79157,              0.7868,             0.81577,             0.63236,           0.0088178,           0.0038791,            0.012385,           0.0035898,           0.0035898,           0.0035898
                 261,            0.013361,            0.010123,           0.0042446,             0.80488,              0.7522,             0.80213,             0.63884,           0.0086997,            0.003907,            0.013076,            0.003565,            0.003565,            0.003565
                 262,            0.012675,           0.0097927,           0.0042253,             0.81392,             0.75319,             0.80398,             0.64633,            0.009086,           0.0038874,             0.01256,           0.0035403,           0.0035403,           0.0035403
                 263,            0.013835,            0.010509,           0.0052604,              0.8575,              0.6599,              0.7852,             0.62956,           0.0088232,           0.0037087,            0.012369,           0.0035155,           0.0035155,           0.0035155
                 264,            0.013186,            0.010032,           0.0039326,             0.89291,             0.71945,             0.81541,             0.66021,           0.0090616,            0.003679,            0.013227,           0.0034908,           0.0034908,           0.0034908
                 265,            0.013217,           0.0096776,           0.0033909,             0.89462,             0.69877,             0.81977,             0.65835,           0.0092835,           0.0037321,            0.015309,            0.003466,            0.003466,            0.003466
                 266,            0.012161,           0.0094928,           0.0042923,             0.81877,             0.68522,             0.80267,             0.63821,           0.0092052,           0.0037608,            0.014512,           0.0034413,           0.0034413,           0.0034413
                 267,            0.012688,           0.0098398,           0.0034103,             0.81106,             0.77035,             0.79923,             0.63802,            0.008908,           0.0036965,            0.013885,           0.0034165,           0.0034165,           0.0034165
                 268,            0.013522,            0.010446,           0.0042863,             0.81363,             0.76405,             0.81734,             0.66566,           0.0089243,           0.0036015,            0.013344,           0.0033918,           0.0033918,           0.0033918
                 269,            0.012807,           0.0099566,           0.0041906,             0.82293,             0.77696,             0.81433,             0.65082,           0.0090205,           0.0038272,            0.012852,            0.003367,            0.003367,            0.003367
                 270,            0.012596,           0.0099145,           0.0033786,             0.84195,             0.76953,             0.81319,             0.63924,           0.0089639,           0.0039801,            0.012721,           0.0033423,           0.0033423,           0.0033423
                 271,            0.012736,           0.0096976,           0.0038071,             0.84931,             0.74673,             0.80726,             0.64605,           0.0090294,           0.0039079,            0.012662,           0.0033175,           0.0033175,           0.0033175
                 272,            0.013356,            0.010157,           0.0034874,             0.85947,             0.76939,             0.82184,             0.64536,           0.0088337,           0.0039084,            0.012556,           0.0032928,           0.0032928,           0.0032928
                 273,             0.01266,           0.0096267,           0.0033732,             0.87099,             0.75477,             0.82219,              0.6501,            0.008903,           0.0039366,            0.012739,            0.003268,            0.003268,            0.003268
                 274,            0.013334,           0.0097665,           0.0038395,             0.87865,             0.74701,             0.82933,              0.6485,           0.0089159,           0.0039285,            0.013556,           0.0032433,           0.0032433,           0.0032433
                 275,            0.013069,           0.0097206,           0.0045874,             0.86073,             0.74934,              0.8232,              0.6571,           0.0086454,           0.0040451,            0.013612,           0.0032185,           0.0032185,           0.0032185
                 276,            0.011955,           0.0094791,           0.0036998,             0.83777,             0.78865,             0.81904,             0.65309,           0.0088175,            0.004151,            0.014701,           0.0031938,           0.0031938,           0.0031938
                 277,            0.012832,            0.010249,           0.0042554,             0.81744,             0.78738,             0.81434,             0.65159,           0.0085822,           0.0039297,             0.01422,            0.003169,            0.003169,            0.003169
                 278,            0.012176,           0.0099184,           0.0036682,             0.81195,             0.75125,             0.80291,             0.63612,            0.008465,           0.0039134,            0.014038,           0.0031443,           0.0031443,           0.0031443
                 279,            0.012958,           0.0094643,           0.0041538,             0.76572,              0.7773,             0.80087,             0.62819,           0.0084352,           0.0039352,            0.014673,           0.0031195,           0.0031195,           0.0031195
                 280,            0.013178,           0.0098675,           0.0036741,             0.83175,             0.74453,             0.81349,             0.63633,           0.0083528,           0.0039101,             0.01506,           0.0030948,           0.0030948,           0.0030948
                 281,            0.012474,           0.0097092,            0.003045,             0.87338,             0.75521,             0.80878,             0.63526,           0.0085557,            0.003929,            0.014996,             0.00307,             0.00307,             0.00307
                 282,            0.013058,           0.0098075,           0.0034313,             0.86704,             0.71227,              0.8129,             0.62928,           0.0085628,            0.003935,            0.015038,           0.0030452,           0.0030452,           0.0030452
                 283,             0.01213,            0.009752,           0.0034235,             0.84864,             0.70364,             0.79093,             0.62131,           0.0086922,           0.0040277,             0.01611,           0.0030205,           0.0030205,           0.0030205
                 284,            0.012788,           0.0093781,           0.0037963,             0.83865,             0.73549,             0.81335,             0.63638,           0.0086324,           0.0040978,            0.015749,           0.0029957,           0.0029957,           0.0029957
                 285,            0.012469,           0.0096418,           0.0032732,             0.83524,             0.71314,              0.7962,             0.62369,           0.0088448,           0.0042744,            0.014478,            0.002971,            0.002971,            0.002971
                 286,            0.013151,           0.0098314,           0.0041261,             0.84721,             0.73369,             0.81967,             0.63371,           0.0091843,           0.0041217,            0.014595,           0.0029462,           0.0029462,           0.0029462
                 287,            0.012796,           0.0099216,           0.0038542,             0.84328,             0.71825,             0.81328,             0.63068,           0.0092322,           0.0040492,            0.013299,           0.0029215,           0.0029215,           0.0029215
                 288,            0.012531,           0.0098731,           0.0029867,             0.82421,             0.74057,             0.81005,             0.63434,           0.0091877,           0.0040339,            0.012689,           0.0028967,           0.0028967,           0.0028967
                 289,            0.012324,            0.009661,           0.0031352,             0.85246,             0.73693,             0.80313,             0.64151,            0.009023,           0.0040957,            0.012448,            0.002872,            0.002872,            0.002872
                 290,            0.012898,           0.0099922,           0.0032309,             0.84774,             0.74772,             0.81538,              0.6571,           0.0087242,           0.0040514,            0.013574,           0.0028472,           0.0028472,           0.0028472
                 291,            0.012415,           0.0093412,           0.0030345,             0.80444,             0.77832,             0.81824,             0.66215,           0.0084602,           0.0038993,            0.014143,           0.0028225,           0.0028225,           0.0028225
                 292,            0.012497,           0.0093705,           0.0034915,             0.82821,             0.70926,             0.81203,             0.63984,           0.0087157,           0.0038698,            0.013104,           0.0027977,           0.0027977,           0.0027977
                 293,            0.012529,            0.009788,           0.0038997,             0.80947,             0.74596,             0.80205,             0.64224,           0.0088235,           0.0039035,            0.012426,            0.002773,            0.002773,            0.002773
                 294,            0.012689,           0.0098077,           0.0033195,             0.85945,             0.71989,             0.80751,             0.64994,           0.0087948,           0.0038528,            0.011916,           0.0027482,           0.0027482,           0.0027482
                 295,            0.012986,             0.00943,           0.0041879,             0.81721,             0.73167,             0.79987,             0.63981,           0.0088387,           0.0038812,            0.012003,           0.0027235,           0.0027235,           0.0027235
                 296,            0.012382,           0.0097435,           0.0033527,             0.79118,             0.73549,             0.79827,             0.62824,           0.0089557,           0.0039236,            0.013919,           0.0026987,           0.0026987,           0.0026987
                 297,            0.012165,           0.0099053,           0.0033543,             0.80828,             0.71931,             0.80413,              0.6402,           0.0088523,           0.0038609,            0.013675,            0.002674,            0.002674,            0.002674
                 298,            0.013053,             0.01003,           0.0035525,             0.78948,              0.7335,             0.81351,             0.65202,           0.0089948,           0.0038413,            0.012368,           0.0026492,           0.0026492,           0.0026492
                 299,            0.011336,           0.0095947,           0.0030917,             0.76223,             0.73385,             0.80858,             0.64663,           0.0087264,           0.0038022,            0.012589,           0.0026245,           0.0026245,           0.0026245
                 300,            0.012311,           0.0095096,           0.0027451,             0.82369,             0.70118,             0.81025,              0.6604,           0.0083725,           0.0036229,            0.012972,           0.0025997,           0.0025997,           0.0025997
                 301,            0.012247,           0.0097957,             0.00369,               0.809,             0.74328,             0.81947,             0.65813,           0.0085679,           0.0036846,            0.012643,            0.002575,            0.002575,            0.002575
                 302,            0.012707,           0.0091851,           0.0034575,             0.78399,             0.74408,             0.81242,             0.65426,           0.0085445,           0.0038118,            0.012362,           0.0025503,           0.0025503,           0.0025503
                 303,            0.011514,           0.0090476,           0.0029673,             0.87899,             0.70379,             0.81391,             0.65492,           0.0086614,           0.0038529,            0.012441,           0.0025255,           0.0025255,           0.0025255
                 304,            0.012654,           0.0095411,              0.0032,                0.87,             0.73408,             0.80868,             0.65336,           0.0089531,           0.0039258,            0.012453,           0.0025008,           0.0025008,           0.0025008
                 305,            0.012207,           0.0091582,           0.0025286,             0.85882,             0.74031,             0.80575,             0.65255,           0.0085147,           0.0039276,            0.012897,            0.002476,            0.002476,            0.002476
                 306,            0.012322,           0.0095288,           0.0030918,             0.85035,             0.72346,             0.80017,              0.6482,           0.0082779,           0.0038716,            0.012507,           0.0024513,           0.0024513,           0.0024513
                 307,            0.011938,           0.0096701,           0.0025596,             0.81118,             0.76528,             0.80487,             0.65581,           0.0081142,           0.0038382,            0.011982,           0.0024265,           0.0024265,           0.0024265
                 308,            0.011364,           0.0092476,           0.0028641,             0.89555,             0.74833,             0.81596,              0.6658,           0.0082705,           0.0038383,            0.011928,           0.0024018,           0.0024018,           0.0024018
                 309,            0.012341,           0.0096377,           0.0032159,             0.83579,             0.76956,             0.81263,             0.65707,           0.0083633,           0.0038101,            0.012175,            0.002377,            0.002377,            0.002377
                 310,            0.011301,            0.009342,           0.0029591,             0.83646,             0.75726,             0.80347,             0.65169,           0.0083565,           0.0038447,            0.012369,           0.0023523,           0.0023523,           0.0023523
                 311,            0.011299,           0.0090156,           0.0024473,             0.84801,             0.75929,             0.81076,             0.65484,           0.0080905,           0.0038484,             0.01252,           0.0023275,           0.0023275,           0.0023275
                 312,            0.012185,           0.0093357,           0.0027244,             0.88699,             0.75167,             0.82161,             0.66201,           0.0080996,           0.0038845,            0.012646,           0.0023028,           0.0023028,           0.0023028
                 313,            0.011954,            0.009444,           0.0028836,             0.87029,             0.74239,             0.82606,             0.65448,           0.0083092,           0.0038342,            0.012899,            0.002278,            0.002278,            0.002278
                 314,            0.011612,           0.0091241,           0.0026768,             0.88809,             0.74466,             0.81866,              0.6502,           0.0082911,           0.0037587,            0.012411,           0.0022533,           0.0022533,           0.0022533
